chargeback_id,transaction_id,chargeback_date,reason,chargeback_amount
CB000497,T0122505,2023-02-12,Customer Dispute,470.79
CB000498,T0076602,2024-05-15,Fraud,175.75
CB000499,T0115573,2023-03-03,Customer Dispute,467.28
CB000500,T0097887,2023-10-18,Customer Dispute,5.49
CB000501,T0071399,2024-03-08,Fraud,249.79
CB000502,T0127162,2023-02-09,Duplicate Transaction,286.15
CB000503,T0018484,2024-01-29,Duplicate Transaction,108.71
CB000504,T0093587,2023-12-05,Fraud,337.45
CB000505,T0138311,2023-10-04,Customer Dispute,84.9
CB000506,T0100034,2023-08-03,Fraud,218.4
CB000507,T0073442,2023-08-03,Fraud,235.6
CB000508,T0007349,2023-05-03,Fraud,394.78
CB000509,T0188643,2023-03-19,Duplicate Transaction,341.84
CB000510,T0188725,2023-01-24,Customer Dispute,13.45
CB000511,T0152119,2023-06-06,Customer Dispute,225.39
CB000512,T0090312,2024-05-18,Customer Dispute,178.19
CB000513,T0190825,2024-06-18,Customer Dispute,151.13
CB000514,T0022171,2023-12-19,Fraud,484.03
CB000515,T0124031,2024-07-21,Fraud,471.71
CB000516,T0169285,2024-01-27,Fraud,27.33
CB000517,T0121616,2023-11-24,Fraud,163.68
CB000518,T0069106,2023-06-01,Customer Dispute,131.55
CB000519,T0101798,2023-12-19,Customer Dispute,166.78
CB000520,T0057412,2023-08-03,Fraud,375.16
CB000521,T0188045,2024-04-22,Customer Dispute,40.34
CB000522,T0052806,2024-05-03,Customer Dispute,42.8
CB000523,T0194830,2023-08-14,Customer Dispute,431.26
CB000524,T0161010,2024-01-17,Fraud,453.46
CB000525,T0105359,2023-08-23,Customer Dispute,431.84
CB000526,T0046745,2024-05-16,Duplicate Transaction,366.31
CB000527,T0140134,2023-07-07,Fraud,197.87
CB000528,T0007601,2023-03-03,Customer Dispute,103.53
CB000529,T0047560,2024-05-01,Customer Dispute,74.62
CB000530,T0111040,2023-06-03,Customer Dispute,257.52
CB000531,T0003383,2023-12-06,Fraud,392.74
CB000532,T0150562,2023-12-04,Fraud,192.04
CB000533,T0006059,2023-10-14,Fraud,284.06
CB000534,T0130974,2024-06-30,Customer Dispute,65.39
CB000535,T0161663,2024-03-28,Fraud,464.48
CB000536,T0172658,2024-05-02,Customer Dispute,304.0
CB000537,T0156735,2023-06-20,Fraud,20.05
CB000538,T0115235,2023-03-21,Duplicate Transaction,312.06
CB000539,T0126737,2024-06-10,Customer Dispute,298.36
CB000540,T0166496,2023-10-05,Fraud,28.22
CB000541,T0048125,2023-04-19,Fraud,176.89
CB000542,T0134209,2023-02-20,Fraud,97.72
CB000543,T0015122,2024-07-13,Fraud,433.76
CB000544,T0097076,2023-11-25,Fraud,88.82
CB000545,T0066983,2023-09-18,Fraud,264.02
CB000546,T0064789,2024-03-23,Duplicate Transaction,290.44
CB000547,T0023224,2023-08-26,Fraud,60.79
CB000548,T0135632,2023-07-08,Fraud,102.31
CB000549,T0160284,2024-01-31,Fraud,7.1
CB000550,T0190841,2023-04-19,Duplicate Transaction,208.98
CB000551,T0182994,2024-01-23,Fraud,479.28
CB000552,T0109991,2024-01-11,Fraud,196.34
CB000553,T0083743,2023-10-23,Customer Dispute,264.49
CB000554,T0078429,2023-08-27,Fraud,382.64
CB000555,T0023172,2023-09-30,Duplicate Transaction,9.38
CB000556,T0099716,2024-02-28,Customer Dispute,54.17
CB000557,T0130642,2023-12-09,Fraud,204.19
CB000558,T0117674,2023-04-17,Fraud,395.75
CB000559,T0014399,2023-02-19,Customer Dispute,104.46
CB000560,T0148865,2023-12-30,Fraud,357.25
CB000561,T0133786,2023-05-11,Fraud,264.17
CB000562,T0152728,2023-12-13,Fraud,13.22
CB000563,T0124069,2023-01-15,Customer Dispute,118.28
CB000564,T0141085,2023-04-20,Fraud,77.61
CB000565,T0006663,2024-04-06,Customer Dispute,105.9
CB000566,T0169936,2023-08-24,Fraud,211.08
CB000567,T0096043,2023-05-13,Fraud,334.87
CB000568,T0150155,2024-05-09,Customer Dispute,57.05
CB000569,T0182334,2023-10-26,Duplicate Transaction,267.47
CB000570,T0064390,2023-12-01,Fraud,186.14
CB000571,T0146742,2023-11-22,Fraud,162.72
CB000572,T0172786,2024-07-03,Fraud,130.5
CB000573,T0035348,2024-03-03,Fraud,221.44
CB000574,T0027897,2024-01-02,Fraud,74.06
CB000575,T0050044,2024-03-28,Customer Dispute,324.58
CB000576,T0080591,2024-03-26,Fraud,86.25
CB000577,T0039536,2024-02-22,Fraud,251.62
CB000578,T0036141,2024-05-07,Fraud,219.67
CB000579,T0130290,2023-01-31,Fraud,396.15
CB000580,T0182174,2024-05-14,Fraud,107.68
CB000581,T0084930,2023-11-06,Customer Dispute,376.14
CB000582,T0199152,2023-05-18,Customer Dispute,335.4
CB000583,T0024855,2023-01-17,Fraud,325.32
CB000584,T0122711,2023-12-19,Fraud,478.12
CB000585,T0137119,2023-02-20,Fraud,311.18
CB000586,T0046872,2023-09-12,Fraud,170.27
CB000587,T0131210,2023-03-18,Customer Dispute,218.44
CB000588,T0193833,2024-03-29,Customer Dispute,459.57
CB000589,T0166254,2023-08-04,Customer Dispute,475.58
CB000590,T0133047,2024-05-06,Customer Dispute,33.91
CB000591,T0186675,2023-01-23,Fraud,15.06
CB000592,T0043573,2023-09-01,Fraud,301.04
CB000593,T0034387,2023-03-20,Customer Dispute,292.23
CB000594,T0164852,2023-01-31,Customer Dispute,101.49
CB000595,T0026722,2023-11-07,Fraud,54.38
CB000596,T0026289,2024-03-03,Customer Dispute,155.05
CB000597,T0068184,2023-02-01,Fraud,135.62
CB000598,T0006470,2023-10-18,Customer Dispute,360.34
CB000599,T0032793,2023-04-23,Duplicate Transaction,34.83
CB000600,T0060881,2023-02-18,Fraud,414.89
CB000601,T0189213,2023-02-17,Fraud,440.52
CB000602,T0118081,2023-11-19,Fraud,212.29
CB000603,T0140007,2024-05-27,Fraud,227.88
CB000604,T0154862,2023-06-15,Duplicate Transaction,57.73
CB000605,T0197786,2024-02-06,Fraud,426.59
CB000606,T0196687,2023-05-22,Customer Dispute,115.72
CB000607,T0083467,2023-07-20,Fraud,28.77
CB000608,T0002539,2023-05-09,Customer Dispute,91.36
CB000609,T0156468,2023-12-08,Duplicate Transaction,430.16
CB000610,T0131747,2024-04-27,Fraud,54.51
CB000611,T0161605,2023-05-28,Fraud,489.07
CB000612,T0198875,2023-10-23,Fraud,357.89
CB000613,T0069234,2024-05-22,Fraud,23.64
CB000614,T0035512,2024-03-12,Customer Dispute,176.55
CB000615,T0043758,2023-06-23,Fraud,136.94
CB000616,T0103809,2024-03-18,Customer Dispute,69.81
CB000617,T0166907,2024-03-04,Customer Dispute,91.41
CB000618,T0073346,2024-01-30,Fraud,173.8
CB000619,T0091690,2023-11-05,Customer Dispute,465.34
CB000620,T0152825,2023-03-26,Fraud,130.15
CB000621,T0084190,2023-02-04,Duplicate Transaction,489.88
CB000622,T0035005,2023-05-19,Fraud,429.08
CB000623,T0151059,2023-11-26,Customer Dispute,246.44
CB000624,T0125167,2023-11-09,Fraud,397.28
CB000625,T0097254,2023-03-14,Customer Dispute,51.67
CB000626,T0087690,2024-01-28,Duplicate Transaction,297.39
CB000627,T0158510,2023-10-12,Duplicate Transaction,132.21
CB000628,T0144461,2023-05-14,Customer Dispute,279.44
CB000629,T0145874,2023-10-13,Duplicate Transaction,317.41
CB000630,T0119167,2023-02-23,Customer Dispute,478.07
CB000631,T0063924,2024-07-06,Customer Dispute,104.86
CB000632,T0050396,2023-06-10,Customer Dispute,421.1
CB000633,T0144075,2023-11-10,Duplicate Transaction,178.94
CB000634,T0162016,2023-12-07,Customer Dispute,415.56
CB000635,T0062164,2024-02-26,Customer Dispute,483.58
CB000636,T0080603,2024-02-18,Fraud,18.85
CB000637,T0183877,2024-07-04,Fraud,70.21
CB000638,T0034879,2024-05-14,Fraud,57.24
CB000639,T0190285,2023-04-27,Customer Dispute,314.83
CB000640,T0156399,2023-01-15,Customer Dispute,230.8
CB000641,T0166247,2023-11-15,Fraud,23.27
CB000642,T0176094,2023-02-12,Fraud,147.81
CB000643,T0114505,2024-03-03,Fraud,234.66
CB000644,T0171860,2023-03-26,Fraud,23.55
CB000645,T0105942,2024-03-15,Customer Dispute,46.11
CB000646,T0179739,2024-02-12,Customer Dispute,193.58
CB000647,T0112073,2023-09-13,Fraud,192.07
CB000648,T0108009,2024-01-31,Fraud,23.46
CB000649,T0124441,2023-09-27,Fraud,483.28
CB000650,T0114490,2023-05-14,Fraud,431.26
CB000651,T0064474,2023-03-30,Customer Dispute,377.23
CB000652,T0084138,2023-08-19,Fraud,362.09
CB000653,T0089276,2024-06-15,Customer Dispute,201.45
CB000654,T0133435,2023-04-04,Fraud,464.97
CB000655,T0153852,2023-08-26,Customer Dispute,242.88
CB000656,T0037323,2023-09-20,Fraud,67.68
CB000657,T0072679,2024-05-15,Fraud,488.8
CB000658,T0029600,2024-01-10,Customer Dispute,153.95
CB000659,T0159912,2023-04-13,Customer Dispute,155.32
CB000660,T0091817,2023-09-02,Fraud,220.9
CB000661,T0157831,2023-06-14,Fraud,151.16
CB000662,T0029550,2023-03-18,Fraud,156.29
CB000663,T0023572,2024-05-11,Duplicate Transaction,444.01
CB000664,T0040622,2023-02-02,Duplicate Transaction,58.46
CB000665,T0183253,2023-01-29,Fraud,231.81
CB000666,T0075722,2023-09-06,Duplicate Transaction,119.43
CB000667,T0175574,2024-01-15,Fraud,487.1
CB000668,T0172100,2024-05-29,Fraud,180.34
CB000669,T0124334,2023-12-09,Duplicate Transaction,66.7
CB000670,T0116675,2024-04-03,Fraud,87.29
CB000671,T0191294,2023-12-02,Customer Dispute,402.28
CB000672,T0089504,2023-08-16,Customer Dispute,57.93
CB000673,T0092280,2023-05-11,Fraud,183.77
CB000674,T0177326,2023-07-08,Customer Dispute,230.83
CB000675,T0097863,2023-04-25,Fraud,51.21
CB000676,T0108500,2023-05-14,Fraud,467.75
CB000677,T0030939,2024-04-12,Fraud,86.69
CB000678,T0193697,2023-08-07,Fraud,437.0
CB000679,T0163153,2023-02-18,Duplicate Transaction,60.52
CB000680,T0108390,2023-09-22,Customer Dispute,425.1
CB000681,T0065399,2023-05-15,Fraud,190.76
CB000682,T0090392,2023-11-07,Fraud,354.85
CB000683,T0011513,2023-10-12,Customer Dispute,474.71
CB000684,T0072544,2023-06-09,Fraud,219.0
CB000685,T0065594,2024-06-30,Duplicate Transaction,483.95
CB000686,T0193295,2024-02-13,Customer Dispute,451.73
CB000687,T0195046,2023-09-03,Duplicate Transaction,265.83
CB000688,T0131207,2023-09-10,Customer Dispute,139.1
CB000689,T0050755,2024-04-01,Fraud,261.96
CB000690,T0043269,2023-02-12,Fraud,12.38
CB000691,T0113455,2024-03-29,Duplicate Transaction,57.58
CB000692,T0064469,2023-07-06,Customer Dispute,184.57
CB000693,T0178810,2023-02-27,Customer Dispute,229.28
CB000694,T0165857,2024-01-02,Fraud,477.16
CB000695,T0198865,2024-02-02,Fraud,17.72
CB000696,T0050519,2024-02-28,Fraud,496.03
CB000697,T0077331,2023-07-07,Customer Dispute,326.47
CB000698,T0052263,2023-04-17,Fraud,152.22
CB000699,T0097713,2023-03-24,Customer Dispute,252.07
CB000700,T0045137,2023-02-24,Fraud,335.81
CB000701,T0136779,2023-04-03,Customer Dispute,371.75
CB000702,T0102762,2023-12-28,Customer Dispute,181.87
CB000703,T0129511,2024-05-26,Customer Dispute,164.36
CB000704,T0181904,2023-12-27,Customer Dispute,95.1
CB000705,T0034725,2024-05-12,Customer Dispute,193.79
CB000706,T0179077,2023-04-03,Customer Dispute,478.38
CB000707,T0185916,2023-05-04,Fraud,199.13
CB000708,T0167503,2023-10-21,Customer Dispute,161.67
CB000709,T0148327,2023-08-12,Fraud,415.01
CB000710,T0183669,2024-05-06,Duplicate Transaction,75.25
CB000711,T0033545,2023-03-03,Customer Dispute,128.57
CB000712,T0065373,2023-05-26,Fraud,307.47
CB000713,T0184032,2024-04-12,Fraud,390.5
CB000714,T0095543,2024-02-26,Customer Dispute,395.22
CB000715,T0055146,2024-06-08,Fraud,483.5
CB000716,T0191418,2024-05-27,Fraud,138.98
CB000717,T0044995,2023-03-27,Customer Dispute,103.6
CB000718,T0105714,2023-06-22,Fraud,260.36
CB000719,T0159568,2023-12-14,Customer Dispute,320.28
CB000720,T0079137,2023-09-29,Duplicate Transaction,19.97
CB000721,T0095146,2023-07-15,Fraud,127.29
CB000722,T0014520,2024-03-08,Fraud,398.97
CB000723,T0074947,2023-10-19,Fraud,130.77
CB000724,T0091084,2024-02-04,Fraud,479.6
CB000725,T0009795,2024-01-28,Customer Dispute,14.65
CB000726,T0149101,2023-12-30,Customer Dispute,468.66
CB000727,T0090498,2024-07-21,Fraud,201.15
CB000728,T0124220,2023-09-10,Customer Dispute,362.23
CB000729,T0070694,2023-03-06,Duplicate Transaction,42.53
CB000730,T0061933,2024-05-22,Customer Dispute,166.26
CB000731,T0161602,2023-05-28,Fraud,423.78
CB000732,T0182244,2023-09-12,Customer Dispute,55.22
CB000733,T0141500,2024-06-24,Customer Dispute,418.56
CB000734,T0121688,2023-09-18,Customer Dispute,331.98
CB000735,T0119026,2024-04-23,Customer Dispute,140.45
CB000736,T0014709,2023-11-09,Fraud,94.93
CB000737,T0064256,2023-08-05,Customer Dispute,180.9
CB000738,T0187384,2023-04-15,Customer Dispute,279.63
CB000739,T0069576,2024-04-08,Customer Dispute,177.61
CB000740,T0110728,2023-09-18,Fraud,480.62
CB000741,T0105638,2024-03-31,Fraud,402.24
CB000742,T0160892,2024-02-03,Customer Dispute,319.58
CB000743,T0165339,2023-03-18,Duplicate Transaction,234.81
CB000744,T0074789,2024-02-09,Fraud,161.77
CB000745,T0005048,2023-02-20,Customer Dispute,391.94
CB000746,T0077969,2023-08-06,Duplicate Transaction,194.76
CB000747,T0089288,2023-06-15,Customer Dispute,362.63
CB000748,T0097728,2023-06-06,Customer Dispute,110.57
CB000749,T0058571,2023-03-02,Customer Dispute,81.15
CB000750,T0097434,2023-03-24,Duplicate Transaction,434.49
CB000751,T0130066,2024-02-05,Customer Dispute,122.75
CB000752,T0149338,2024-01-21,Customer Dispute,150.0
CB000753,T0126484,2023-12-10,Customer Dispute,91.19
CB000754,T0156912,2023-01-16,Fraud,395.47
CB000755,T0156755,2023-07-26,Fraud,375.32
CB000756,T0008416,2024-04-25,Customer Dispute,444.66
CB000757,T0116929,2023-10-18,Fraud,79.63
CB000758,T0163894,2024-04-01,Duplicate Transaction,107.57
CB000759,T0089828,2024-02-10,Fraud,282.97
CB000760,T0175298,2024-01-27,Fraud,444.05
CB000761,T0124894,2023-02-18,Duplicate Transaction,87.49
CB000762,T0171910,2023-06-19,Duplicate Transaction,422.96
CB000763,T0092030,2023-03-05,Customer Dispute,186.31
CB000764,T0021701,2023-03-24,Customer Dispute,83.9
CB000765,T0062318,2024-05-24,Customer Dispute,151.18
CB000766,T0024548,2024-06-15,Fraud,162.56
CB000767,T0140046,2023-07-20,Customer Dispute,65.08
CB000768,T0159421,2023-06-17,Fraud,24.84
CB000769,T0113271,2024-01-07,Customer Dispute,421.86
CB000770,T0020756,2023-08-21,Fraud,278.18
CB000771,T0081676,2023-08-02,Customer Dispute,15.17
CB000772,T0058501,2023-01-27,Customer Dispute,330.77
CB000773,T0173771,2023-01-07,Fraud,261.6
CB000774,T0130883,2024-06-24,Fraud,117.81
CB000775,T0123541,2023-06-20,Customer Dispute,130.93
CB000776,T0000574,2024-04-30,Duplicate Transaction,177.74
CB000777,T0009493,2023-12-09,Customer Dispute,75.47
CB000778,T0142850,2024-06-14,Fraud,406.13
CB000779,T0144860,2024-03-21,Customer Dispute,293.93
CB000780,T0050209,2024-03-10,Duplicate Transaction,343.25
CB000781,T0012784,2023-06-21,Customer Dispute,384.61
CB000782,T0062265,2024-05-29,Duplicate Transaction,334.16
CB000783,T0059063,2024-01-02,Duplicate Transaction,329.87
CB000784,T0125448,2023-09-26,Customer Dispute,274.76
CB000785,T0102610,2024-06-07,Fraud,416.53
CB000786,T0151926,2023-12-04,Fraud,213.76
CB000787,T0034906,2024-05-20,Fraud,168.56
CB000788,T0008170,2023-11-11,Fraud,233.33
CB000789,T0137039,2023-02-19,Customer Dispute,139.09
CB000790,T0077404,2024-04-03,Fraud,236.74
CB000791,T0103299,2024-03-27,Customer Dispute,151.12
CB000792,T0101874,2023-08-29,Customer Dispute,202.93
CB000793,T0142486,2023-04-13,Customer Dispute,305.63
CB000794,T0121057,2024-01-09,Customer Dispute,443.05
CB000795,T0192402,2023-11-05,Fraud,376.73
CB000796,T0096313,2024-01-30,Duplicate Transaction,457.82
CB000797,T0048963,2023-01-29,Duplicate Transaction,184.75
CB000798,T0077520,2023-08-21,Customer Dispute,332.83
CB000799,T0169125,2023-05-18,Customer Dispute,252.09
CB000800,T0142740,2023-11-10,Customer Dispute,297.63
CB000801,T0104118,2023-05-20,Customer Dispute,271.28
CB000802,T0108211,2023-09-10,Duplicate Transaction,203.72
CB000803,T0172831,2023-11-02,Customer Dispute,249.37
CB000804,T0175725,2024-06-18,Customer Dispute,57.73
CB000805,T0141291,2024-02-09,Fraud,323.93
CB000806,T0042275,2024-01-09,Fraud,150.54
CB000807,T0058056,2024-04-29,Duplicate Transaction,30.29
CB000808,T0031143,2024-02-28,Fraud,411.94
CB000809,T0174658,2023-02-21,Fraud,295.57
CB000810,T0072452,2024-02-23,Duplicate Transaction,369.78
CB000811,T0012593,2023-01-20,Fraud,86.01
CB000812,T0171311,2023-02-22,Duplicate Transaction,139.86
CB000813,T0111485,2023-10-16,Fraud,58.54
CB000814,T0136466,2023-08-19,Fraud,223.05
CB000815,T0115917,2023-10-21,Customer Dispute,442.44
CB000816,T0185767,2023-01-22,Customer Dispute,178.49
CB000817,T0099047,2023-12-28,Customer Dispute,204.37
CB000818,T0015603,2023-10-08,Fraud,421.82
CB000819,T0124646,2023-05-07,Fraud,69.95
CB000820,T0022572,2023-08-13,Customer Dispute,496.52
CB000821,T0176907,2023-06-25,Customer Dispute,157.22
CB000822,T0197782,2023-02-28,Customer Dispute,373.15
CB000823,T0119309,2024-03-03,Fraud,280.37
CB000824,T0138697,2023-12-12,Fraud,476.08
CB000825,T0113540,2023-04-10,Fraud,370.02
CB000826,T0125732,2023-03-01,Fraud,167.52
CB000827,T0150367,2023-04-14,Customer Dispute,48.21
CB000828,T0099893,2024-03-14,Duplicate Transaction,164.45
CB000829,T0043853,2023-12-16,Duplicate Transaction,234.64
CB000830,T0067689,2023-01-28,Customer Dispute,301.02
CB000831,T0085587,2023-04-09,Fraud,312.55
CB000832,T0102962,2024-07-08,Duplicate Transaction,299.69
CB000833,T0061122,2023-02-15,Fraud,456.53
CB000834,T0163658,2023-12-27,Customer Dispute,368.96
CB000835,T0064261,2024-04-26,Fraud,362.99
CB000836,T0031229,2023-06-25,Fraud,93.9
CB000837,T0029190,2024-01-23,Fraud,327.45
CB000838,T0052705,2023-03-28,Fraud,210.57
CB000839,T0114320,2024-06-27,Fraud,152.72
CB000840,T0093873,2023-11-30,Customer Dispute,97.49
CB000841,T0168979,2023-04-25,Fraud,85.17
CB000842,T0087552,2023-08-14,Customer Dispute,263.06
CB000843,T0187770,2024-02-21,Fraud,186.42
CB000844,T0093240,2024-01-21,Customer Dispute,105.95
CB000845,T0169939,2024-06-04,Duplicate Transaction,56.43
CB000846,T0145439,2024-06-15,Duplicate Transaction,149.84
CB000847,T0118151,2023-02-26,Fraud,39.27
CB000848,T0185694,2024-03-25,Customer Dispute,315.09
CB000849,T0166715,2024-06-18,Fraud,214.08
CB000850,T0033401,2024-01-09,Duplicate Transaction,62.78
CB000851,T0135105,2024-06-03,Customer Dispute,218.92
CB000852,T0125928,2023-12-27,Fraud,105.56
CB000853,T0147868,2024-04-14,Duplicate Transaction,307.39
CB000854,T0129944,2023-07-20,Customer Dispute,70.33
CB000855,T0059143,2023-12-27,Duplicate Transaction,159.49
CB000856,T0181605,2023-01-11,Fraud,299.63
CB000857,T0116612,2023-07-19,Duplicate Transaction,356.16
CB000858,T0066211,2023-05-16,Duplicate Transaction,478.67
CB000859,T0137943,2023-10-14,Customer Dispute,322.15
CB000860,T0113729,2024-03-20,Customer Dispute,157.5
CB000861,T0104668,2023-11-03,Customer Dispute,362.15
CB000862,T0066042,2023-07-15,Fraud,10.31
CB000863,T0147284,2023-12-18,Fraud,212.88
CB000864,T0137332,2023-04-19,Duplicate Transaction,483.42
CB000865,T0068889,2024-01-19,Fraud,215.87
CB000866,T0044438,2024-07-03,Customer Dispute,208.71
CB000867,T0127892,2024-05-08,Customer Dispute,13.3
CB000868,T0040446,2023-06-16,Fraud,283.02
CB000869,T0040714,2023-07-03,Customer Dispute,369.93
CB000870,T0113843,2024-03-23,Fraud,81.03
CB000871,T0189524,2023-02-25,Customer Dispute,434.48
CB000872,T0013260,2023-06-12,Duplicate Transaction,180.33
CB000873,T0166908,2024-03-28,Fraud,282.91
CB000874,T0061300,2024-07-07,Customer Dispute,332.78
CB000875,T0040745,2024-03-09,Duplicate Transaction,286.44
CB000876,T0111630,2023-03-01,Fraud,78.26
CB000877,T0032529,2024-01-09,Fraud,420.3
CB000878,T0114171,2023-06-20,Fraud,291.23
CB000879,T0196097,2023-05-23,Customer Dispute,313.38
CB000880,T0121764,2024-05-02,Customer Dispute,195.24
CB000881,T0112853,2023-08-26,Fraud,179.02
CB000882,T0107945,2023-11-06,Duplicate Transaction,423.35
CB000883,T0168696,2024-06-14,Customer Dispute,244.3
CB000884,T0133218,2024-06-25,Customer Dispute,216.01
CB000885,T0157844,2023-07-25,Customer Dispute,239.61
CB000886,T0059437,2024-04-27,Fraud,197.45
CB000887,T0004860,2023-02-07,Fraud,125.13
CB000888,T0067141,2024-01-22,Fraud,184.08
CB000889,T0089803,2023-02-02,Customer Dispute,434.76
CB000890,T0040209,2023-07-28,Customer Dispute,486.85
CB000891,T0182598,2023-07-01,Fraud,496.32
CB000892,T0096808,2024-02-15,Fraud,106.59
CB000893,T0060210,2023-10-24,Customer Dispute,375.64
CB000894,T0172247,2024-05-03,Fraud,154.1
CB000895,T0192876,2024-05-09,Fraud,458.1
CB000896,T0138406,2023-08-24,Duplicate Transaction,256.33
CB000897,T0180309,2023-02-27,Customer Dispute,413.8
CB000898,T0185449,2023-09-01,Fraud,295.47
CB000899,T0013090,2023-05-26,Customer Dispute,99.44
CB000900,T0144251,2023-09-25,Fraud,499.07
CB000901,T0144410,2024-01-25,Duplicate Transaction,395.38
CB000902,T0017472,2023-04-12,Duplicate Transaction,197.25
CB000903,T0175019,2024-02-28,Customer Dispute,173.67
CB000904,T0120915,2023-07-06,Customer Dispute,13.68
CB000905,T0093634,2023-02-21,Customer Dispute,35.67
CB000906,T0080684,2024-05-27,Customer Dispute,442.84
CB000907,T0187099,2023-04-26,Fraud,261.26
CB000908,T0030257,2023-03-22,Fraud,88.59
CB000909,T0061835,2024-04-01,Duplicate Transaction,493.59
CB000910,T0171547,2023-10-07,Fraud,229.1
CB000911,T0084480,2023-03-02,Customer Dispute,42.27
CB000912,T0104736,2023-10-31,Fraud,405.59
CB000913,T0043722,2024-02-17,Fraud,129.58
CB000914,T0044130,2024-04-02,Fraud,47.27
CB000915,T0005759,2023-05-30,Customer Dispute,169.33
CB000916,T0017363,2023-10-22,Fraud,492.84
CB000917,T0011588,2024-06-18,Customer Dispute,440.47
CB000918,T0143418,2024-05-15,Duplicate Transaction,392.52
CB000919,T0071163,2023-06-12,Fraud,19.38
CB000920,T0188917,2023-05-23,Fraud,186.91
CB000921,T0135952,2024-01-28,Fraud,463.78
CB000922,T0159055,2024-03-21,Fraud,439.26
CB000923,T0146611,2024-06-22,Fraud,472.04
CB000924,T0037832,2023-09-22,Customer Dispute,195.77
